nombre,nivel,ataque,defensa,estamina,iv_ataque,iv_defensa,iv_estamina,PC
Wurmple,5.5,75,59,128,10,10,14,78
Luvdisc,9.5,81,128,125,9,8,0,198
Bagon,15.5,134,93,128,13,0,4,450
Gallade,8.5,237,195,169,8,9,1,685
Venonat,3.5,100,100,155,13,6,9,83
Bellsprout,4.0,139,61,137,2,3,13,90
Giratina,17.0,225,187,284,10,10,11,1718
Drifblim,1.5,180,102,312,1,4,6,60
Articuno,36.0,192,236,207,9,2,11,2696
Alolan,18.0,125,129,137,11,8,14,628
Kadabra,9.5,232,117,120,1,11,7,502
Latios,37.0,268,212,190,11,6,4,3430
Shaymin,13.5,261,166,225,4,6,5,1269
Bibarel,1.5,162,119,188,7,15,11,50
Tyrogue,27.0,64,64,111,9,2,7,310
Swampert,16.5,208,175,225,14,12,7,1361
Nidoqueen,3.5,180,173,207,10,12,2,209
Chikorita,30.0,92,122,128,14,11,8,763
Solrock,6.5,178,153,207,14,3,3,391
Spinarak,7.5,105,73,120,7,14,14,158
Sunflora,10.0,185,135,181,2,5,10,545
Politoed,9.5,174,179,207,14,6,4,628
Ho-Oh,28.0,239,244,214,6,0,12,2874
Haunter,24.0,223,107,128,1,0,7,1153
Buizel,28.0,132,67,146,10,8,8,762
Sneasel,34.5,189,146,146,15,1,6,1754
Hoothoot,3.5,67,88,155,0,9,12,47
Natu,26.0,134,89,120,15,8,6,764
Nidorino,18.5,137,111,156,13,9,5,688
Gligar,29.0,143,184,163,10,15,8,1460
Gengar,26.0,261,149,155,1,1,8,1900
Tyranitar,10.5,251,207,225,13,13,15,1136
Onix,16.0,85,232,111,8,0,0,426
Carnivine,11.0,187,136,179,0,7,12,606
Machamp,34.0,234,159,207,7,8,2,2571
Torchic,8.0,130,87,128,9,5,3,214
Alolan,6.5,170,193,177,9,12,10,394
Chinchou,8.0,106,97,181,4,9,6,218
Cherubi,35.5,108,92,128,13,10,2,814
Corsola,9.0,118,156,146,11,0,15,326
Blissey,32.5,129,169,496,3,11,15,2232
Carvanha,31.5,171,39,128,5,10,7,785
Cyndaquil,5.0,116,93,118,2,9,3,110
Gliscor,1.0,185,222,181,5,15,0,34
Metang,25.5,138,176,155,5,9,3,1112
Gabite,18.5,172,125,169,9,3,13,912
Jumpluff,19.5,118,183,181,12,11,14,879
Kecleon,2.5,161,189,155,6,13,0,109
Zubat,24.0,83,73,120,11,11,15,428
Drapion,28.5,180,202,172,3,8,7,1804
Treecko,5.5,124,94,120,3,4,15,136
Scizor,18.5,236,181,172,3,7,9,1455
Unown,8.0,136,91,134,7,13,8,244
Torkoal,27.0,151,203,172,6,0,0,1413
Corsola,11.5,118,156,146,5,2,9,395
Koffing,11.5,119,141,120,5,7,10,353
Castform,26.0,139,139,172,9,3,9,1100
Omastar,17.5,207,201,172,12,12,2,1316
Victreebel,16.0,207,135,190,7,11,14,1054
Murkrow,26.0,175,87,155,5,9,12,1057
Lopunny,19.5,156,194,163,4,5,7,1024
Elekid,7.5,135,101,128,13,5,12,236
Kabuto,43.0,148,140,102,2,10,13,1277
Dusclops,32.5,124,234,120,1,8,11,1241
Machoke,10.0,177,125,190,12,4,12,544
Alakazam,31.5,271,167,146,7,13,8,2539
Magnemite,6.0,165,121,93,1,7,13,199
Furret,3.5,148,125,198,9,5,2,141
Darkrai,15.5,285,198,172,5,7,7,1536
Tentacruel,17.5,166,209,190,3,0,2,1057
Weepinbell,5.0,172,92,163,2,8,3,188
Rhyperior,33.0,241,190,251,1,2,2,2998
Drapion,43.0,180,202,172,15,12,7,2475
Mew,35.0,210,210,225,7,9,2,2806
Porygon,35.0,153,136,163,13,11,10,1535
Ho-Oh,13.0,239,244,214,11,7,9,1372
Ambipom,12.5,205,143,181,10,0,14,800
Piplup,5.5,112,102,142,5,0,8,135
Gloom,9.0,153,136,155,6,15,13,404
Drapion,28.5,180,202,172,7,1,5,1802
Qwilfish,25.5,184,138,163,3,1,11,1323
Alolan,42.0,201,154,155,6,6,10,2154
Kingler,11.5,240,181,146,9,5,15,884
Silcoon,3.5,60,77,137,3,15,4,40
Slowking,15.0,177,180,216,6,12,6,1011
Froslass,2.0,171,150,172,2,8,12,81
Pidgeotto,8.0,117,105,160,10,8,0,240
Piloswine,18.5,181,138,225,10,3,15,1159
Granbull,25.5,212,131,207,6,7,9,1712
Charmander,7.0,116,93,118,7,4,9,166
Dustox,33.0,98,162,155,3,13,6,953
Flygon,34.5,205,168,190,9,8,9,2304
Kakuna,18.5,46,75,128,15,13,2,215
Aggron,8.5,198,257,172,4,14,11,675
Ninjask,26.5,196,112,156,1,14,13,1359
Quagsire,7.0,152,143,216,14,6,6,368
Piloswine,33.5,181,138,225,5,7,6,1928
Stantler,28.5,192,131,177,12,7,2,1630
Metagross,21.5,257,228,190,6,6,7,2166
Shroomish,9.0,74,110,155,9,4,6,179
Skitty,10.5,84,79,137,3,2,14,180
Duskull,30.5,70,162,85,7,7,11,529
Bronzor,17.5,43,154,149,7,11,10,252
Barboach,17.0,93,82,137,1,9,11,330
Pidgeotto,1.5,117,105,160,15,1,4,31
Kabutops,35.5,220,186,155,6,10,6,2346
Houndoom,22.0,224,144,181,6,3,8,1505
Mime,13.5,125,142,85,14,9,7,394
Prinplup,35.0,150,139,162,9,0,0,1383
Lombre,34.0,112,119,155,4,11,2,946
Poliwag,28.5,101,82,120,11,14,15,648
Kirlia,5.0,117,90,116,9,13,14,122
Lapras,3.5,165,174,277,12,1,15,223
Dragonair,14.5,163,135,156,9,5,7,672
Beedrill,34.0,169,130,163,11,8,14,1606
Slowking,6.5,177,180,216,9,2,12,426
Octillery,24.0,197,141,181,2,8,6,1422
Lopunny,44.0,156,194,163,0,8,11,1920
Prinplup,36.0,150,139,162,8,11,1,1454
Celebi,13.5,210,210,225,13,12,13,1235
Heatran,39.5,251,213,209,14,15,3,3612
Ludicolo,15.0,173,176,190,13,2,9,937
Exploud,2.5,179,137,232,0,10,3,123
Koffing,7.0,119,141,120,4,1,8,202
Purugly,42.0,172,133,174,5,5,6,1786
Bellossom,15.0,169,186,181,13,11,10,945
Vulpix,38.5,96,109,116,5,7,8,740
Sunkern,28.5,55,55,102,4,3,11,242
Uxie,12.5,156,270,181,6,15,10,843
Machop,27.5,137,82,172,12,6,8,920
Teddiursa,28.0,142,93,155,1,13,12,950
Kricketune,42.0,160,100,184,9,6,15,1572
Geodude,16.5,132,132,120,6,7,3,531
Tentacruel,26.5,166,209,190,9,1,3,1666
Porygon2,39.5,198,180,198,10,15,4,2559
Shellos,17.0,103,105,183,10,8,5,499
Diglett,18.5,109,78,67,0,6,1,271
Kangaskhan,20.0,181,165,233,5,8,7,1352
Raikou,32.5,241,195,207,9,1,14,2901
Rhyhorn,24.5,140,127,190,15,5,7,1092
Pikachu,16.5,112,96,111,9,7,2,384
Cubone,16.0,90,144,137,9,6,12,422
Crawdaunt,20.0,224,142,160,2,9,4,1269
Togetic,15.0,139,181,146,5,14,10,672
Igglybuff,6.0,69,32,207,10,8,14,76
Roserade,26.0,243,185,155,2,1,15,2021
Zigzagoon,8.5,58,80,116,15,0,14,111
Houndour,1.5,152,83,128,1,0,9,29
Parasect,19.0,165,146,155,10,2,10,927
Politoed,5.5,174,179,207,13,15,1,351
Nidoking,30.0,204,156,191,6,1,10,1997
Rhyhorn,27.5,140,127,190,3,10,2,1138
Sudowoodo,11.0,167,176,172,12,14,0,635
Parasect,16.5,165,146,155,0,2,0,735
Feebas,42.0,29,85,85,14,0,0,234
Exeggcute,31.5,107,125,155,11,2,5,923
Farfetch'd,41.0,124,115,141,4,1,10,1071
Omanyte,35.5,155,153,111,2,0,15,1274
Mesprit,21.0,212,212,190,10,9,13,1762
Burmy,29.5,53,83,120,1,13,13,321
Ursaring,39.5,236,144,207,8,12,1,2725
Leafeon,11.0,216,219,163,15,5,14,903
Altaria,12.5,141,201,181,12,2,11,673
Lickilicky,42.0,161,181,242,2,4,3,2222
Seedot,14.0,71,77,120,3,15,3,196
Jolteon,36.0,232,182,163,0,1,12,2444
Baltoy,38.5,77,124,120,3,5,10,633
Nidoking,40.0,204,156,191,6,1,3,2289
Drapion,4.5,180,202,172,6,12,5,270
Nuzleaf,10.0,134,78,172,8,14,14,331
Meganium,14.5,168,202,190,5,15,15,944
Nidoran?,23.0,86,89,146,2,10,4,440
Golduck,27.5,191,162,190,15,11,9,1875
Medicham,1.0,121,152,155,8,3,1,17
Empoleon,35.0,210,186,197,14,2,2,2512
Wigglytuff,35.0,156,90,295,13,2,5,1628
Heatran,3.0,251,213,209,0,3,14,256
Loudred,40.0,134,81,197,1,10,7,1148
Cleffa,13.0,75,79,137,14,7,12,233
Charmander,7.0,116,93,118,0,3,13,158
Budew,13.0,91,109,120,8,1,15,279
Roselia,17.5,186,131,137,5,4,4,822
Ninetales,9.0,169,190,177,11,0,12,544
Slugma,30.0,118,71,120,11,2,0,646
Feebas,27.0,29,85,85,1,2,8,130
Shieldon,15.0,76,195,102,14,0,7,351
Zangoose,25.0,222,124,177,9,12,8,1634
Minun,15.0,147,150,155,5,3,0,626
Slowbro,29.5,177,180,216,9,11,13,2047
Lopunny,20.0,156,194,163,12,14,15,1153
Starmie,33.5,210,184,155,14,2,8,2209
Sudowoodo,42.0,167,176,172,11,6,7,2057
Deoxys,14.5,144,330,137,11,15,10,903
Rapidash,38.0,207,162,163,11,13,6,2274
Garchomp,21.5,261,193,239,13,13,3,2347
Zangoose,7.0,222,124,177,15,9,9,454
Alolan,32.0,201,154,155,9,7,10,1893
Rapidash,21.0,207,162,163,14,7,7,1403
Alolan,3.5,177,195,181,11,0,8,201
Ditto,34.5,91,91,134,12,9,3,693
Anorith,29.0,176,100,128,9,14,10,1200
Gyarados,39.0,237,186,216,13,2,2,3115
Cleffa,34.0,75,79,137,5,0,0,475
Crobat,26.5,194,178,198,5,1,9,1811
Alolan,15.5,190,172,233,1,4,4,1079
Alolan,11.0,190,172,233,1,5,3,766
Walrein,39.5,182,176,242,1,12,1,2425
Beautifly,26.0,189,98,155,10,8,12,1228
Rampardos,24.0,295,109,219,15,5,2,2107
Venonat,9.0,100,100,155,0,7,1,206
Kyogre,22.0,270,228,205,7,5,12,2445
Golbat,39.5,161,150,181,14,15,5,1901
Blastoise,16.0,171,207,188,14,4,3,1060
Diglett,20.5,109,78,67,14,3,6,345
Claydol,24.0,140,229,155,12,14,2,1271
Sealeo,27.5,137,132,207,12,4,7,1247
Aggron,15.0,198,257,172,2,8,11,1179
Rattata,21.5,103,70,102,3,12,10,389
Spiritomb,15.0,169,199,137,11,15,8,848
Starmie,15.5,210,184,155,1,7,10,1036
Azumarill,33.0,112,152,225,5,2,12,1256
Alolan,23.5,135,154,181,11,0,5,1036
Staraptor,11.0,234,140,198,9,14,7,847
Lopunny,3.5,156,194,163,6,1,11,167
Uxie,15.0,156,270,181,8,9,11,1016
Lucario,11.0,236,144,172,11,14,2,804
Wigglytuff,44.0,156,90,295,2,0,12,1724
Meganium,18.0,168,202,190,14,3,2,1159
Bellossom,34.0,169,186,181,1,14,8,1887
Charmander,1.0,116,93,118,0,9,10,11
Froslass,3.0,171,150,172,5,9,13,140
Gastly,5.0,186,67,102,14,3,15,152
Venonat,13.5,100,100,155,5,14,6,342
Manectric,37.5,215,127,172,9,9,8,2110
Gloom,39.0,153,136,155,7,2,10,1486
Pikachu,28.0,112,96,111,7,4,14,664
Mantyke,30.0,105,179,128,15,0,11,1013
Mesprit,14.0,212,212,190,15,11,7,1188
Ekans,26.0,110,97,111,5,3,6,577
Paras,43.0,121,99,111,5,6,0,882
Farfetch'd,29.0,124,115,141,15,10,9,985
Anorith,37.0,176,100,128,5,13,5,1326
Onix,9.0,85,232,111,0,8,6,227
Snorlax,39.5,190,169,330,4,6,12,2943
Phanpy,30.0,107,98,207,13,2,10,946
Gardevoir,23.5,237,195,169,7,10,8,1949
Gulpin,33.5,80,99,172,9,5,12,697
Combee,17.5,59,83,102,11,12,0,215
Cacturne,26.0,221,115,172,9,6,0,1539
Weedle,17.0,63,50,120,12,4,13,192
Parasect,14.5,165,146,155,10,10,2,708
Mesprit,26.0,212,212,190,15,15,9,2238
Dodrio,20.0,218,140,155,13,5,2,1243
Staravia,34.5,142,94,146,12,4,8,1088
Cascoon,36.5,60,77,137,6,10,13,447
Gastrodon,13.0,169,143,244,5,6,9,783
Ampharos,25.5,211,169,207,12,15,5,2004
Koffing,44.0,119,141,120,4,11,8,1126
Surskit,36.5,93,87,120,5,7,0,617
Nosepass,12.0,82,215,102,13,2,8,314
Mew,44.0,210,210,225,0,13,4,3115
Cherrim,3.0,170,153,172,7,13,4,140
Giratina,22.5,187,225,284,4,5,14,2007
Marowak,1.5,144,186,155,0,3,10,46
Jynx,28.0,223,151,163,3,15,7,1897
Jumpluff,15.0,118,183,181,8,8,3,632
Azelf,5.5,270,151,181,14,3,10,456
Magmar,3.0,206,154,163,11,4,10,166
Combee,31.0,59,83,102,10,13,6,382
Exploud,33.0,179,137,232,10,11,5,1989
Electrode,29.5,173,173,155,15,0,14,1692
Charmander,26.0,116,93,118,7,6,12,647
Nidoran?,6.0,105,76,130,10,2,1,119
Relicanth,18.5,162,203,225,5,14,9,1242
Electrike,19.0,123,78,120,14,5,6,475
Xatu,3.0,192,146,163,6,14,1,149
Arceus,16.0,238,238,236,6,11,1,1692
Pinsir,9.5,238,182,163,9,8,9,754
Aerodactyl,11.5,221,159,190,6,2,10,836
Corsola,37.0,118,156,146,15,8,9,1267
Alolan,5.0,201,154,155,10,15,15,301
Wartortle,15.5,126,155,153,13,11,2,616
Mewtwo,1.0,300,182,214,9,9,11,56
Ursaring,4.0,236,144,207,4,11,7,285
Torchic,10.0,130,87,128,2,3,10,262
Vespiquen,5.0,149,190,172,7,13,3,247
Totodile,29.5,117,109,137,14,1,15,891
Gorebyss,25.5,211,179,146,14,15,15,1809
Wailmer,23.0,136,68,277,4,14,11,883
Exeggcute,44.0,107,125,155,10,5,5,1107
Torterra,11.5,202,188,216,6,9,4,888
Weedle,31.0,63,50,120,7,5,10,322
Pichu,9.5,77,53,85,11,4,9,108
Lanturn,39.5,146,137,268,6,4,14,1879
Spearow,35.5,112,60,120,3,12,5,637
Venomoth,23.0,179,143,172,14,11,9,1322
Ivysaur,26.5,151,143,155,7,10,3,1161
Tentacruel,11.0,166,209,190,2,8,7,682
Volbeat,35.5,143,166,163,15,3,4,1551
Sableye,27.5,141,136,137,14,10,2,1083
Weedle,23.0,63,50,120,8,4,13,246
Bastiodon,4.5,94,286,155,1,1,12,155
Hariyama,15.0,209,114,302,2,7,6,1090
Ninetales,10.0,169,190,177,6,11,1,590
Happiny,11.5,25,77,225,15,14,7,119
Cleffa,20.5,75,79,137,5,9,1,322
Venonat,24.0,100,100,155,6,10,2,596
Torchic,24.0,130,87,128,4,5,14,655
Lotad,5.0,71,77,120,8,9,10,70
Sunflora,1.5,185,135,181,3,2,13,55
Monferno,18.0,158,105,162,4,7,2,705
Crawdaunt,20.0,224,142,160,0,14,8,1294
Octillery,28.5,197,141,181,3,0,13,1682
Alolan,44.0,109,82,67,6,2,10,607
Numel,28.0,119,79,155,7,12,6,762
Espeon,23.5,261,175,163,14,8,0,1991
Marowak,33.0,144,186,155,14,7,0,1536
Gengar,31.5,261,149,155,2,2,2,2222
Meltan,27.0,118,130,130,4,13,6,819
Electrode,8.5,173,173,155,15,12,9,491
Swampert,12.5,208,175,225,5,4,10,974
Articuno,27.0,192,236,207,0,7,9,2119
Deoxys,43.0,345,115,137,10,6,6,3028
Deoxys,12.0,414,46,137,6,0,0,714
Swampert,5.0,208,175,225,2,0,9,358
Tentacruel,33.5,166,209,190,9,10,12,2085
Scyther,38.0,218,170,172,11,1,10,2451
Glalie,24.5,162,162,190,8,4,5,1337
Poochyena,34.0,96,61,111,14,14,3,580
Taillow,31.0,106,61,120,8,14,13,619
Raichu,2.5,193,151,155,6,1,3,114
Regirock,2.0,179,309,190,6,14,4,128
Kirlia,24.0,117,90,116,6,5,11,578
Kingler,9.5,240,181,146,7,3,10,707
Starmie,7.0,210,184,155,2,13,13,470
Pikachu,27.0,112,96,111,10,5,15,663
Jolteon,18.5,232,182,163,9,9,1,1408
Staryu,7.0,137,112,102,12,9,3,204
Marowak,5.5,144,186,155,9,12,3,253
Starmie,24.0,210,184,155,5,9,3,1607
Machoke,2.0,177,125,190,15,13,10,88
Porygon,37.0,153,136,163,13,3,5,1516
Marill,31.0,37,93,172,5,12,0,307
Shelgon,2.0,172,155,163,10,4,13,84
Alolan,25.5,103,70,102,7,7,6,456
Rapidash,44.0,207,162,163,13,8,2,2419
Staravia,20.5,142,94,146,3,6,12,666
Seedot,1.5,71,77,120,10,14,12,16
Numel,18.5,119,79,155,11,15,7,529
Zapdos,17.5,253,185,207,7,11,0,1635
Tangrowth,25.0,207,184,225,4,0,2,1923
Bagon,27.0,134,93,128,11,8,3,803
Magnemite,19.0,165,121,93,11,4,15,693
Meditite,16.5,78,107,102,0,7,6,254
Alakazam,39.5,271,167,146,10,14,0,2832
Loudred,4.0,134,81,197,5,7,9,122
Sealeo,15.5,137,132,207,15,9,2,721
Rhyperior,16.0,241,190,251,7,15,4,1619
Hippowdon,2.5,201,191,239,8,0,13,170
Hitmontop,29.5,173,207,137,10,4,0,1638
Kyogre,17.0,270,228,205,0,8,7,1832
Haunter,10.0,223,107,128,8,3,13,513
Cubone,34.0,90,144,137,13,5,12,876
Ivysaur,41.0,151,143,155,1,8,5,1494
Dusclops,24.5,124,234,120,4,2,2,949
Jynx,40.0,223,151,163,1,11,2,2287
Feraligatr,28.5,205,188,198,5,4,14,2154
Poochyena,11.0,96,61,111,0,5,5,164
Quilava,3.0,158,126,151,2,8,14,110
Horsea,33.5,129,103,102,6,1,3,799
Alolan,7.0,158,136,163,2,5,4,299
Bulbasaur,15.0,118,111,128,13,1,15,443
Spiritomb,12.0,169,199,137,12,15,4,673
Hitmonlee,38.0,224,181,137,6,0,6,2245
Bellossom,34.0,169,186,181,0,9,1,1818
Medicham,23.5,121,152,155,10,2,1,851
Froslass,32.5,171,150,172,5,1,4,1600
Minun,5.5,147,150,155,4,13,3,226
Latias,7.5,228,246,190,6,14,2,686
Turtwig,4.5,119,110,146,5,12,10,127
Togekiss,18.0,225,217,198,13,13,9,1668
Garchomp,16.0,261,193,239,0,0,2,1607
Hippopotas,35.0,124,118,169,15,7,7,1195
Kadabra,17.0,232,117,120,11,14,6,947
Solrock,19.5,178,153,207,10,7,12,1224
Dragonair,18.0,163,135,156,7,2,9,820
Minun,28.0,147,150,155,3,3,7,1180
Jumpluff,6.5,118,183,181,11,2,15,276
Pichu,38.0,77,53,85,3,3,10,354
Nidoran?,38.0,105,76,130,10,11,4,753
Voltorb,20.0,109,111,120,5,4,5,487
Goldeen,34.0,123,110,128,7,12,12,970
Deoxys,31.5,230,218,137,13,2,5,2356
Mothim,9.0,185,98,172,14,6,0,424
Cascoon,42.0,60,77,137,3,5,4,433
Cherrim,23.5,170,153,172,3,2,4,1198
Spiritomb,24.0,169,199,137,14,4,12,1363
Duskull,10.0,70,162,85,2,11,2,157
Riolu,29.5,127,78,120,9,11,7,761
Corsola,24.5,118,156,146,10,7,6,880
Kecleon,31.0,161,189,155,13,14,3,1696
Vibrava,7.5,134,99,137,7,14,0,230
Lunatone,16.5,178,153,207,13,12,15,1076
Exploud,7.5,179,137,232,5,2,1,435
Lickitung,5.0,108,137,207,3,3,9,162
Corphish,42.0,141,99,125,15,13,1,1186
Bagon,23.0,134,93,128,7,13,14,710
Shellder,31.5,116,134,102,7,8,10,851
Armaldo,16.0,222,174,181,13,2,12,1236
Torchic,30.5,130,87,128,0,8,0,773
Wailord,44.0,175,87,347,6,11,0,2191
Totodile,8.0,117,109,137,3,1,15,218
Hoothoot,38.0,67,88,155,15,13,14,650
Mudkip,31.5,126,93,137,0,7,4,821
Sneasel,31.5,189,146,146,7,11,3,1645
Alolan,41.0,230,153,216,14,8,7,2924
Rhydon,17.0,222,171,233,10,5,8,1449
Slowking,13.5,177,180,216,14,11,2,939
Mismagius,34.5,211,187,155,5,6,11,2225
Magnezone,18.5,238,205,172,11,14,5,1618
Machamp,3.5,234,159,207,8,13,15,264
Weavile,1.0,243,171,172,8,10,9,40
Pidgey,31.0,85,73,120,4,14,1,497
Bayleef,21.5,122,155,155,6,4,15,807
Probopass,18.0,135,275,155,9,6,12,1001
Mantine,19.0,148,226,163,6,0,2,1008
Unown,12.0,136,91,134,14,0,9,366
Steelix,22.5,148,272,181,10,10,15,1491
Gliscor,11.5,185,222,181,10,0,6,815
Heracross,31.5,234,179,190,3,10,5,2496
Leafeon,35.0,216,219,163,8,13,11,2610
Leafeon,28.5,216,219,163,7,12,13,2286
Wooper,26.0,75,66,146,7,9,13,415
Espeon,21.0,261,175,163,1,5,4,1702
Yanma,30.5,154,94,163,9,4,5,1129
Treecko,25.0,124,94,120,12,1,3,655
Staraptor,25.0,234,140,198,11,15,3,1929
Wooper,1.0,75,66,146,8,14,9,8
Sceptile,36.0,223,169,172,9,11,8,2459
Wynaut,22.5,41,86,216,4,5,13,260
Cacturne,21.0,221,115,172,7,7,15,1290
Probopass,23.0,135,275,155,8,3,7,1245
Bronzong,16.0,161,213,167,0,9,5,898
Hitmonchan,6.0,193,197,137,15,8,10,372
Uxie,37.0,156,270,181,0,6,12,2152
Vespiquen,10.5,149,190,172,8,0,7,542
Rhyperior,11.5,241,190,251,14,8,13,1196
Treecko,40.0,124,94,120,1,5,12,892
Pinsir,27.5,238,182,163,8,12,15,2243
Ledian,38.0,107,179,146,14,2,3,1205
Wooper,11.5,75,66,146,8,4,4,174
Salamence,9.0,277,168,216,10,4,12,907
Mareep,29.0,114,79,146,12,15,8,784
Glameow,39.5,109,82,135,13,4,5,830
Kirlia,18.5,117,90,116,6,1,13,439
Kricketune,23.0,160,100,184,10,12,13,1036
Shellder,30.0,116,134,102,0,2,11,769
Piloswine,42.0,181,138,225,11,6,4,2233
Grumpig,10.5,171,188,190,15,11,13,700
Shelgon,35.5,172,155,163,7,8,7,1741
Luxio,32.0,159,95,155,15,4,6,1215
Roselia,39.0,186,131,137,6,12,2,1666
Porygon,43.0,153,136,163,1,13,0,1556
Relicanth,3.5,162,203,225,1,3,0,196
Houndour,34.0,152,83,128,0,7,0,931
Torchic,23.0,130,87,128,1,6,12,613
Snover,34.0,115,105,155,7,3,12,935
Hitmonlee,23.5,224,181,137,10,7,3,1592
Cloyster,40.0,186,256,137,13,11,12,2479
Nuzleaf,22.0,134,78,172,4,10,14,693
Pidgeot,32.0,166,154,195,9,6,15,1774
Hypno,9.5,144,193,198,15,14,6,552
Purugly,39.0,172,133,174,1,5,11,1701
Grovyle,16.5,172,120,137,4,2,6,684
Tropius,3.0,136,163,223,9,0,1,128
Dusknoir,21.0,180,254,128,14,6,0,1326
Phione,44.0,162,162,190,4,12,1,1986
Gastrodon,36.5,169,143,244,9,4,8,2032
Trapinch,6.0,162,78,128,3,1,8,176
Porygon2,28.0,198,180,198,13,4,0,2012
Skarmory,18.5,148,226,163,10,13,3,1038
Mew,29.5,210,210,225,0,0,11,2461
Ninjask,31.5,196,112,156,9,3,4,1525
Minun,21.5,147,150,155,14,11,2,982
Skiploom,27.0,91,120,146,3,0,1,601
Bonsly,30.0,124,133,137,6,15,3,1001
Kingdra,1.5,194,194,181,11,0,3,70
Parasect,35.0,165,146,155,2,15,2,1539
Buneary,33.5,130,105,146,15,4,3,1047
Kabuto,23.5,148,140,102,14,1,5,834
Ivysaur,35.5,151,143,155,7,11,2,1435
Luvdisc,1.0,81,128,125,8,9,6,10
Heracross,37.5,234,179,190,1,11,15,2793
Nidorino,33.5,137,111,156,14,8,13,1213
Uxie,5.5,156,270,181,6,8,5,345
Pineco,12.5,108,122,137,4,7,5,338
Vigoroth,29.0,159,145,190,3,1,0,1396
Gardevoir,27.5,237,195,169,13,1,12,2310
Paras,17.0,121,99,111,7,9,12,447
Shiftry,30.5,200,121,207,1,8,4,1790
Ariados,12.5,161,124,172,13,7,0,582
Diglett,9.5,109,78,67,8,9,10,161
Doduo,10.5,158,83,111,2,3,13,309
Floatzel,43.0,221,114,198,13,3,6,2344
Taillow,21.0,106,61,120,8,11,2,400
Pidgeotto,7.0,117,105,160,6,7,1,201
Gible,9.5,124,84,151,10,3,10,268
Charmeleon,43.0,158,126,151,7,1,11,1534
Articuno,24.0,192,236,207,7,14,0,1938
Clefable,25.5,178,162,216,14,11,12,1735
Grotle,38.0,157,143,181,13,3,14,1740
Wailmer,30.5,136,68,277,6,11,15,1164
Graveler,31.5,164,164,146,4,0,15,1498
Floatzel,13.0,221,114,198,6,13,4,843
Aerodactyl,21.0,221,159,190,3,5,1,1485
Lileep,22.0,105,150,165,8,9,6,731
Wartortle,10.0,126,155,153,3,14,0,370
Cherrim,13.0,170,153,172,13,8,5,716
Weezing,29.5,174,197,163,8,1,15,1798
Tangela,5.5,183,169,163,3,7,13,306
Ralts,34.5,79,59,99,9,6,11,428
Rapidash,2.5,207,162,163,9,6,4,134
Granbull,13.5,212,131,207,11,7,6,921
Unown,10.0,136,91,134,2,5,12,291
Torterra,8.0,202,188,216,3,10,3,601
Victreebel,27.5,207,135,190,6,9,9,1769
Numel,18.5,119,79,155,7,2,12,483
Gloom,15.0,153,136,155,8,2,6,642
Vaporeon,38.5,205,161,277,5,14,14,2896
Chimchar,35.5,113,86,127,3,4,10,752
Moltres,5.5,251,181,207,0,14,9,482
Roserade,21.0,243,185,155,6,13,14,1706
Lopunny,31.5,156,194,163,12,15,7,1737
Delcatty,10.0,132,127,172,1,13,10,378
Typhlosion,28.0,223,173,186,3,12,14,2172
Stunky,18.0,121,90,160,14,11,1,552
Golduck,8.0,191,162,190,13,13,6,531
Lileep,24.0,105,150,165,9,7,10,809
Houndoom,15.5,224,144,181,3,14,5,1076
Cacnea,20.5,156,74,137,2,2,3,596
Rayquaza,9.5,284,170,213,9,10,9,990
Togekiss,38.0,225,217,198,11,9,6,3074
Alolan,38.5,190,172,233,14,11,4,2596
Tropius,27.0,136,163,223,10,5,15,1406
Alakazam,28.0,271,167,146,14,3,6,2289
Anorith,2.0,176,100,128,6,13,2,61
Abomasnow,23.5,178,158,207,14,1,10,1495
Stantler,2.0,192,131,177,14,8,9,91
Staryu,15.0,137,112,102,11,12,0,445
Kricketune,14.5,160,100,184,13,4,8,632
Seedot,25.0,71,77,120,7,12,2,362
Slugma,9.5,118,71,120,3,14,11,215
Electrode,9.0,173,173,155,9,5,0,482
Corsola,14.0,118,156,146,5,7,8,486
Deoxys,31.5,414,46,137,10,3,3,1927
Paras,28.0,121,99,111,15,15,0,764
Azumarill,6.5,112,152,225,4,7,3,248
Sandslash,4.5,182,175,181,5,7,6,258
Kricketune,29.0,160,100,184,7,10,10,1262
Altaria,15.0,141,201,181,1,9,0,741
Marill,23.5,37,93,172,9,2,4,249
Charmander,43.0,116,93,118,9,10,9,927
Jigglypuff,9.0,80,41,251,3,0,8,136
Nuzleaf,23.5,134,78,172,13,0,1,716
Alolan,36.0,125,129,137,11,0,7,1091
Grimer,44.0,135,90,190,6,9,2,1276
Illumise,22.0,143,166,163,0,5,14,976
Darkrai,28.5,285,198,172,4,5,13,2848
Sudowoodo,30.5,167,176,172,8,15,10,1761
Dusclops,20.0,124,234,120,2,12,9,801
Rotom,34.0,185,159,137,9,6,7,1707
Slowpoke,43.0,109,98,207,9,10,2,1149
Gallade,34.0,237,195,169,15,8,5,2704
Wartortle,28.0,126,155,153,2,11,4,1032
Cleffa,1.5,75,79,137,1,13,1,15
Kecleon,5.5,161,189,155,3,12,3,273
Spheal,37.0,95,90,172,6,1,4,764
Drifblim,42.0,180,102,312,12,1,11,2242
Gliscor,20.0,185,222,181,15,11,7,1493
Finneon,7.5,96,116,135,5,4,9,174
